index,geneDescription,pos,geneId,cluster
485,PMP22 Chr:17p12-p11.2,1443,210139_s_at,G30
486,CXCL11 Chr:4q21.2,1446,210163_at,G30
487,WTAP Chr:6q25-q27,1456,210285_x_at,G30
403,CAMK2B Chr:7p14.3-p14.1,1464,210404_x_at,G31
404,SCN3A Chr:2q24,1467,210432_s_at,G31
405,MEG3 Chr:14q32,1487,210794_s_at,G31
406,POSTN Chr:13q13.3,1488,210809_s_at,G31
407,ENPP2 Chr:8q24.1,1490,210839_s_at,G31
408,CAPN3 Chr:15q15.1-q21.1,1496,210944_s_at,G31
409,HGF Chr:7q21.1,1503,210997_at,G31
410,GRB10 Chr:7p12-p11.2,1504,210999_s_at,G31
411,--- ---,1507,211074_at,G31
719,MAN1C1 Chr:1p35,1820,214180_at,G1
720,MAN1C1 Chr:1p35,2073,218918_at,G1
721,USP53 Chr:4q27,3256,231817_at,G1
722,USP53 Chr:4q27,3106,230083_at,G1
723,--- ---,2608,226272_at,G1
724,IGFBP7 Chr:4q12,263,201162_at,G1
725,D2S448 Chr:2p25,1564,212012_at,G1
726,D2S448 Chr:2p25,1565,212013_at,G1
727,CPXM Chr:20p13-p12.3,2824,227860_at,G1
728,MEST Chr:7q32,359,202016_at,G1
488,DTNA Chr:18q12,1476,210611_s_at,G30
489,PON2 Chr:7q21.3,1489,210830_s_at,G30
490,TCF8 Chr:10p11.2,1492,210875_s_at,G30
491,GYG2 Chr:xp22.3,1498,210964_s_at,G30
492,PTHLH Chr:12p12.1-p11.2,1547,211756_at,G30
493,CALM1 Chr:14q24-q31,1561,211985_s_at,G30
494,CD44 Chr:11p13,1568,212063_at,G30
495,SDC2 Chr:8q22-q23,1575,212154_at,G30
496,GNG12 Chr:1p31.2,1585,212294_at,G30
497,MAOA Chr:xp11.4-p11.3,1626,212741_at,G30
412,GABARAPL1 Chr:12p13.31,1521,211458_s_at,G31
413,CAMK2B Chr:7p14.3-p14.1,1522,211483_x_at,G31
414,--- ---,1525,211538_s_at,G31
415,BAI3 Chr:6q12,1527,211568_at,G31
416,DCN Chr:12q13.2,1549,211813_x_at,G31
417,MOG Chr:6p22-p21.3,1551,211836_s_at,G31
418,CAPN3 Chr:15q15.1-q21.1,1552,211890_x_at,G31
419,PEG10 Chr:7q21,1571,212094_at,G31
420,SERPINE2 Chr:2q33-q35,1579,212190_at,G31
729,CDO1 Chr:5q22-q23,700,204154_at,G1
730,SH3BGR Chr:21q22.3,874,204979_s_at,G1
731,UST Chr:6q24.3,899,205139_s_at,G1
732,EPHA3 Chr:3p11.2,1056,206070_s_at,G1
733,GDF1 Chr:19p12,1097,206397_x_at,G1
734,RIT2 Chr:18q12.3,1143,206984_s_at,G1
735,HTATIP2 Chr:11p15.1,1331,209448_at,G1
736,PDLIM3 Chr:4q35,1358,209621_s_at,G1
737,MGST1 Chr:12p12.3-p12.1,183,1565162_s_at,G1
738,MGST1 Chr:12p12.3-p12.1,3611,239001_at,G1
498,COL14A1 Chr:8q23,1639,212865_s_at,G30
499,LOC54103 Chr:7q21.11,1671,213142_x_at,G30
500,TRIM22 Chr:11p15,1690,213293_s_at,G30
501,HLA-DPA1 Chr:6p21.3,1727,213537_at,G30
502,DHRS2 Chr:14q11.2,1806,214079_at,G30
503,GPX3 Chr:5q23,1810,214091_s_at,G30
504,AP1G1 Chr:16q23,1935,215867_x_at,G30
505,NR4A2 Chr:2q22-q23,1944,216248_s_at,G30
506,GATM Chr:15q15.1,1954,216733_s_at,G30
507,GLUL Chr:1q31,1966,217202_s_at,G30
421,PIK3R1 Chr:5q13.1,1583,212249_at,G31
422,CLASP2 Chr:3p22.3,1587,212308_at,G31
423,KIAA0746 Chr:4p15.31,1588,212314_at,G31
424,SULF1 Chr:8q13.2,1593,212344_at,G31
425,SULF1 Chr:8q13.2,1594,212353_at,G31
426,SULF1 Chr:8q13.2,1595,212354_at,G31
427,FYN Chr:6q21,1602,212486_s_at,G31
428,RAFTLIN Chr:3p25.1,1613,212646_at,G31
429,PPM1H Chr:12q14.1,1619,212686_at,G31
430,PPP1R16B Chr:20q12,1627,212750_at,G31
739,MGST1 Chr:12p12.3-p12.1,3250,231736_x_at,G1
740,MGST1 Chr:12p12.3-p12.1,2474,224918_x_at,G1
741,SELENBP1 Chr:1q21-q22,1837,214433_s_at,G1
742,--- ---,105,1556761_at,G1
743,--- ---,3337,233393_at,G1
744,--- ---,138,1558388_a_at,G1
745,--- ---,137,1558387_at,G1
746,ST6GalII Chr:2q11.2-q12.1,2954,228821_at,G1
747,FLJ22833 Chr:2q32.3,2339,222872_x_at,G1
508,CD44 Chr:11p13,1975,217523_at,G30
509,ARHGAP5 Chr:14q12,1994,217936_at,G30
510,C6orf211 Chr:6q25.1,2009,218195_at,G30
511,PLEKHF2 Chr:8q22.1,2038,218640_s_at,G30
512,NS3TP2 Chr:5q23.3,2045,218706_s_at,G30
513,DDX58 Chr:9p12,2075,218943_s_at,G30
514,MDA5 Chr:2p24.3-q24.3,2102,219209_at,G30
515,CHIC2 Chr:4q11,2132,219492_at,G30
516,MS4A4A Chr:11q12,2145,219607_s_at,G30
517,CEB1 Chr:4q22.1-q23,2173,219863_at,G30
431,--- ---,1637,212829_at,G31
432,KIAA1201 Chr:11q24.1,1641,212906_at,G31
433,RPS6KA2 Chr:6q27,1643,212912_at,G31
434,HLA-DQB1 Chr:6p21.3,1654,212999_x_at,G31
435,NPTXR Chr:22q13.1,1659,213040_s_at,G31
436,GRSP1 Chr:3p14.2,1662,213056_at,G31
437,ATP8A1 Chr:4p14-p12,1664,213106_at,G31
438,OLFM1 Chr:9q34.3,1668,213131_at,G31
439,ROBO1 Chr:3p12,1677,213194_at,G31
1,CALD1 Chr:7q33,307,201617_x_at,G58
748,FLJ22833 Chr:2q32.3,3330,233085_s_at,G1
749,ATOH8 Chr:2p11.2,145,1558706_a_at,G1
750,NPC2 Chr:14q24.3,217,200701_at,G1
751,SLC16A3 Chr:17q25,481,202856_s_at,G1
752,DDIT4 Chr:10pter-q26.12,488,202887_s_at,G1
753,GALC Chr:14q31,754,204417_at,G1
754,LTF Chr:3q21-q23,360,202018_s_at,G1
755,BF Chr:6p21.3,401,202357_s_at,G1
756,TMIE Chr:3p21,29,1553601_a_at,G1
518,LRRC2 Chr:3p21.31,2181,219949_at,G30
519,FLJ22843 Chr:xp11.4,2216,220591_s_at,G30
520,DKFZp434B227 Chr:3q29,2232,221185_s_at,G30
521,XIST Chr:xq13.2,2257,221728_x_at,G30
522,LOC54103 Chr:7q21.11,2295,222150_s_at,G30
523,CPR8 Chr:15q21.1,2296,222156_x_at,G30
524,LOC286044 Chr:8p23.1,2315,222662_at,G30
525,LACTB2 Chr:8p22-q22.3,2320,222714_s_at,G30
526,HPSE Chr:4q21.3,2341,222881_at,G30
527,NEK6 Chr:9q33.3-q34.11,2355,223158_s_at,G30
440,PDE8B Chr:5q14.1,1682,213228_at,G31
441,KIAA1354 Chr:9p22,1683,213233_s_at,G31
442,VAMP1 Chr:12p,1694,213326_at,G31
443,ADAM22 Chr:7q21,1706,213411_at,G31
444,TUSC3 Chr:8p22,1710,213423_x_at,G31
445,CALM1 Chr:14q24-q31,1742,213688_at,G31
446,LOC283824 Chr:16p13.12,1745,213725_x_at,G31
447,ATRNL1 Chr:10q26,1746,213744_at,G31
448,ATRNL1 Chr:10q26,1747,213745_at,G31
449,HF1 Chr:1q32,1755,213800_at,G31
2,--- Chr:4q12,120,1557395_at,G58
3,TRIM22 Chr:11p15,1690,213293_s_at,G58
4,TMEFF2 Chr:2q32.3,2394,223557_s_at,G58
5,WISP1 Chr:8q24.1-q24.3,3073,229802_at,G58
6,SWAP70 Chr:11p15,1313,209307_at,G58
7,CASP1 Chr:11q23,13,1552703_s_at,G58
8,FLJ22833 Chr:2q32.3,2339,222872_x_at,G58
9,CPXM Chr:20p13-p12.3,2824,227860_at,G58
10,COLEC12 Chr:18pter-p11.3,2226,221019_s_at,G58
757,LRRC2 Chr:3p21.31,2181,219949_at,G1
758,CP Chr:3q23-q25,852,204846_at,G1
759,CP Chr:3q23-q25,2746,227253_at,G1
760,CP Chr:3q23-q25,130,1558034_s_at,G1
761,CP Chr:3q23-q25,2865,228143_at,G1
762,--- ---,3529,237212_at,G1
763,PLCL1 Chr:2q33,1035,205934_at,G1
764,EBAF Chr:1q42.1,1044,206012_at,G1
765,LHX2 Chr:9q33-q34.1,1068,206140_at,G1
528,NID67 Chr:5q33.1,2367,223276_at,G30
529,MGC4399 Chr:1p36.22,2370,223296_at,G30
530,RASD1 Chr:17p11.2,2381,223467_at,G30
531,OSAP Chr:4q31.1,2414,223734_at,G30
532,TncRNA Chr:11q13.1,2444,224566_at,G30
533,MIG-6 Chr:1p36.12-36.33,2453,224657_at,G30
534,YAP1 Chr:11q13,2470,224895_at,G30
535,UGCG Chr:9q31,2478,224967_at,G30
536,MGC34646 Chr:8q12.2,2480,224996_at,G30
537,EMP2 Chr:16p13.2,2487,225078_at,G30
450,--- ---,1756,213808_at,G31
451,HLA-DQA1 Chr:6p21.3,1760,213831_at,G31
452,--- ---,1763,213841_at,G31
453,CUTL2 Chr:12q24.13,1778,213920_at,G31
454,MPPE1 Chr:18p11.21,1780,213924_at,G31
455,LOC138046 Chr:8q21.13,1787,213967_at,G31
456,DDX17 Chr:22q13.1,1794,213998_s_at,G31
457,TF Chr:3q22.1,1804,214063_s_at,G31
458,--- ---,1812,214110_s_at,G31
11,RUTBC2 Chr:22q11.23,3137,230287_at,G58
12,FKSG14 Chr:5p15.2-q12.3,2334,222848_at,G58
13,IQGAP2 Chr:5q13.3-q14.1,571,203474_at,G58
14,NNMT Chr:11q23.1,385,202238_s_at,G58
15,TRD@ Chr:14q11.2,1941,216191_s_at,G58
16,FCGR2B Chr:1q23,1493,210889_s_at,G58
17,MGC5370 Chr:12q14.3,3060,229711_s_at,G58
18,PLAC8 Chr:4q21.3,2085,219014_at,G58
19,HRH1 Chr:3p25,985,205579_at,G58
1,COL14A1 Chr:8q23,1639,212865_s_at,G59
766,OXTR Chr:3p25,1131,206825_at,G1
767,ESRRG Chr:1q41,1198,207981_s_at,G1
768,HLA-DRB4 Chr:6p21.3,1376,209728_at,G1
769,SART2 Chr:6q22,2063,218854_at,G1
770,FCGR2A Chr:1q23,586,203561_at,G1
771,KYNU Chr:2q22.3,1971,217388_s_at,G1
772,CD14 Chr:5q31.1,324,201743_at,G1
773,--- ---,1519,211429_s_at,G1
774,IFI30 Chr:19p13.1,290,201422_at,G1
538,RBMS1 Chr:2q24.3,2499,225265_at,G30
539,BCAT1 Chr:12pter-q12,2502,225285_at,G30
540,C10orf32 Chr:10q24.33,2510,225334_at,G30
541,--- Chr:11q24.1,2514,225381_at,G30
542,LIFR Chr:5p13-p12,2530,225571_at,G30
543,LIFR Chr:5p13-p12,2531,225575_at,G30
544,COL12A1 Chr:6q12-q13,2541,225664_at,G30
545,SLC35F5 Chr:2q14.1,2568,225872_at,G30
546,KIF21A Chr:12q12,2579,226003_at,G30
459,PDLIM4 Chr:5q31.1,1819,214175_x_at,G31
460,GRM5 Chr:11q14.2,1821,214217_at,G31
461,XIST Chr:xq13.2,1822,214218_s_at,G31
462,NOV Chr:8q24.1,1828,214321_at,G31
463,SELENBP1 Chr:1q21-q22,1837,214433_s_at,G31
464,SAA1 Chr:11p15.1,1841,214456_x_at,G31
465,TNFRSF21 Chr:6p21.1-12.2,1845,214581_x_at,G31
466,IGLJ3 Chr:22q11.1-q11.2,1857,214677_x_at,G31
467,ZNF423 Chr:16q12,1862,214761_at,G31
468,NFASC Chr:1q32.1,1868,214799_at,G31
2,LOC389792 Chr:9q34.13,2643,226552_at,G59
3,DAF Chr:1q32,350,201926_s_at,G59
4,NOPE Chr:15q22.2,2825,227870_at,G59
5,MGP Chr:12p13.1-p12.3,394,202291_s_at,G59
6,TIMP1 Chr:xp11.3-p11.23,316,201666_at,G59
7,ADAM9 Chr:8p11.22,64,1555326_a_at,G59
8,IF Chr:4q25,70,1555564_a_at,G59
9,PHF11 Chr:13q14.12,2271,221816_s_at,G59
10,CEB1 Chr:4q22.1-q23,2173,219863_at,G59
1,ITGB1 Chr:10p11.2,33,1553678_a_at,G60
775,LY96 Chr:8q13.3,1114,206584_at,G1
776,CSTA Chr:3q21,871,204971_at,G1
777,MS4A4A Chr:11q12,2145,219607_s_at,G1
778,VAMP8 Chr:2p12-p11.2,435,202546_at,G1
779,MS4A6A Chr:11q12.1,2369,223280_x_at,G1
780,MS4A6A Chr:11q12.1,2432,224356_x_at,G1
781,SERPINA1 Chr:14q32.1,479,202833_s_at,G1
782,ALOX5AP Chr:13q12,708,204174_at,G1
783,MS4A6A Chr:11q12.1,3165,230550_at,G1
784,SLAMF8 Chr:1q23.1,2124,219386_s_at,G1
547,NEXN Chr:1p31.1,2588,226103_at,G30
548,--- ---,2599,226192_at,G30
549,PAWR Chr:12q21,2604,226223_at,G30
550,PAPLN Chr:14q24.2,2625,226435_at,G30
551,NOD27 Chr:16q13,2634,226474_at,G30
552,CD109 Chr:6q14.1,2640,226545_at,G30
553,LYPLAL1 Chr:1q41,2688,226851_at,G30
554,LRIG3 Chr:12q13.2,2695,226908_at,G30
555,--- ---,2747,227265_at,G30
469,KIAA0318 Chr:12q24.33,1871,214811_at,G31
470,CACNA1A Chr:19p13.2-p13.1,1880,214933_at,G31
471,MYR8 Chr:13q33.3,1896,215119_at,G31
472,GPR17 Chr:2q21,1902,215225_s_at,G31
473,HHL Chr:1q24,1913,215342_s_at,G31
474,FOLH1 Chr:11p11.2,1914,215363_x_at,G31
475,JAG1 Chr:20p12.1-p11.23,1945,216268_s_at,G31
476,MDM2 Chr:12q14.3-q15,1970,217373_x_at,G31
477,MGC5370 Chr:12q14.3,1977,217542_at,G31
478,FLJ11155 Chr:4q32.1,1981,217613_at,G31
11,--- ---,3233,231364_at,G59
12,KIAA0101 Chr:15q22.1,429,202503_s_at,G59
13,KNTC2 Chr:18p11.31,704,204162_at,G59
14,RFX4 Chr:12q24,2412,223673_at,G59
15,GABRB1 Chr:4p12,1145,207010_at,G59
16,BMP2 Chr:20p12,925,205289_at,G59
17,TncRNA Chr:11q13.1,2718,227062_at,G59
18,DCN Chr:12q13.2,1317,209335_at,G59
19,AQP4 Chr:18q11.2-q12.1,1430,210066_s_at,G59
20,LRIG1 Chr:3p14,1529,211596_s_at,G59
21,ZC3HDC1 Chr:7q34,2030,218543_s_at,G59
2,SC4MOL Chr:4q32-q34,1280,209146_at,G60
3,D2S448 Chr:2p25,1564,212012_at,G60
4,KIF4A Chr:xq13.1,2019,218355_at,G60
5,ANXA2P1 Chr:4q21-q31,1243,208816_x_at,G60
6,FER1L3 Chr:10q24,331,201798_s_at,G60
7,--- ---,1675,213169_at,G60
8,TNFAIP8 Chr:5q23.1,1214,208296_x_at,G60
9,LRIG3 Chr:12q13.2,2695,226908_at,G60
10,CYP3A5 Chr:7q21.1,1824,214235_at,G60
1,LAMA2 Chr:6q22-q23,1725,213519_s_at,G62
1,C9orf61 Chr:9q13-q21,1773,213900_at,G61
785,CTSC Chr:11q14.1-q14.3,298,201487_at,G1
786,MS4A6A Chr:11q12.1,2150,219666_at,G1
787,FCER1G Chr:1q23,716,204232_at,G1
788,TLR1 Chr:4p14,1448,210176_at,G1
789,MSR1 Chr:8p22,1866,214770_at,G1
790,FCER1G Chr:1q23,57,1554899_s_at,G1
791,ITGB2 Chr:21q22.3,477,202803_s_at,G1
792,MS4A4A Chr:11q12,72,1555728_a_at,G1
793,C1QB Chr:1p36.3-p34.1,504,202953_at,G1
556,ITGA2 Chr:5q23-q31,2752,227314_at,G30
557,DDR2 Chr:1q12-q23,2793,227561_at,G30
558,TNFRSF19 Chr:13q12.11-q12.3,2817,227812_at,G30
559,--- ---,2831,227929_at,G30
560,NAP1L5 Chr:4q22.1,2851,228062_at,G30
561,--- ---,2860,228115_at,G30
562,B4GALT1 Chr:9p13,2909,228498_at,G30
563,GALNTL2 Chr:3p25.1,2910,228501_at,G30
564,OAS2 Chr:12q24.2,2923,228607_at,G30
565,--- ---,2944,228750_at,G30
479,PHLDA1 Chr:12q15,1999,217997_at,G31
480,PHLDA1 Chr:12q15,2000,217999_s_at,G31
481,BEX1 Chr:xq21-q23,2017,218332_at,G31
482,MST4 Chr:xq26.2,2024,218499_at,G31
483,FLJ20366 Chr:8q23.2,2043,218692_at,G31
484,PSK-1 Chr:16p12.1,2047,218720_x_at,G31
485,TNFRSF21 Chr:6p21.1-12.2,2064,218856_at,G31
486,CGI-38 Chr:16q22.1,2067,218876_at,G31
487,BAALC Chr:8q22.3,2071,218899_s_at,G31
11,S100A10 Chr:1q21,230,200872_at,G60
12,LAMA1 Chr:18p11.23,2713,227048_at,G60
13,APOBEC3G Chr:22q13.1-q13.2,711,204205_at,G60
14,--- ---,3321,232887_at,G60
15,CSTA Chr:3q21,871,204971_at,G60
16,--- ---,1854,214657_s_at,G60
17,PAPPA Chr:9q33.2,2863,228128_x_at,G60
18,FLJ11155 Chr:4q32.1,1981,217613_at,G60
19,LOC144100 Chr:11p15.2-p15.1,2899,228450_at,G60
2,IGLJ3 Chr:22q11.1-q11.2,1915,215379_x_at,G62
3,ACTA2 Chr:10q23.3,238,200974_at,G62
4,PRRX1 Chr:1q24,2666,226695_at,G62
5,GPRC5B Chr:16p12,594,203632_s_at,G62
6,--- ---,3507,236704_at,G62
7,FLNC Chr:7q32-q35,1194,207876_s_at,G62
8,--- ---,118,1557286_at,G62
9,TF Chr:3q22.1,561,203400_s_at,G62
10,FLJ11196 Chr:15q22.32,2039,218651_s_at,G62
11,MLC1 Chr:22q13.33,1704,213395_at,G62
2,EMP2 Chr:16p13.2,873,204975_at,G61
3,MAN1C1 Chr:1p35,1820,214180_at,G61
4,ZNF395 Chr:8p21.1,3314,232693_s_at,G61
5,ANGPT2 Chr:8p23.1,984,205572_at,G61
6,COLM Chr:15q15.3,3145,230360_at,G61
7,DKK3 Chr:11p15.2,1825,214247_s_at,G61
8,KIAA1173 Chr:3p21.33,2395,223572_at,G61
9,--- ---,3308,232544_at,G61
10,RAB40B Chr:17q25.3,784,204547_at,G61
11,SPARC Chr:5q31.3-q32,1616,212667_at,G61
1,PSIP1 Chr:9p22.2,1037,205961_s_at,G65
1,TRIB2 Chr:2p25.1,425,202478_at,G63
1,FLJ25477 Chr:13q12.13,3160,230496_at,G64
794,C1QA Chr:1p36.3-p34.1,2011,218232_at,G1
795,RNASE6 Chr:14q11.2,1730,213566_at,G1
796,C1QG Chr:1p36.11,2513,225353_s_at,G1
797,PTPRC Chr:1q31-q32,1611,212588_at,G1
798,ITGB2 Chr:21q22.3,65,1555349_a_at,G1
799,MNDA Chr:1q22,867,204959_at,G1
800,FCGR3A Chr:1q23,663,204007_at,G1
801,LAPTM5 Chr:1p34,323,201721_s_at,G1
802,Z39IG Chr:xq12-q13.3,844,204787_at,G1
803,TYROBP Chr:19q13.1,692,204122_at,G1
566,COL22A1 Chr:8q24.3,2959,228873_at,G30
567,CNK2 Chr:Xp22.13,2991,229116_at,G30
568,FLJ30596 Chr:5p13.2,3015,229299_at,G30
569,GRTP1 Chr:13q34,3024,229377_at,G30
570,ZNF515 Chr:9p24.2,3033,229435_at,G30
571,--- ---,3072,229800_at,G30
572,--- ---,3087,229926_at,G30
573,--- ---,3121,230206_at,G30
574,--- ---,3132,230263_s_at,G30
488,EHD3 Chr:2p21,2074,218935_at,G31
489,OSBPL10 Chr:3p22.3,2087,219073_s_at,G31
490,ASPN Chr:9q22,2088,219087_at,G31
491,SLC24A3 Chr:20p13,2089,219090_at,G31
492,FLJ20701 Chr:2q37.1,2090,219093_at,G31
493,SCG3 Chr:15q21,2100,219196_at,G31
494,SCUBE2 Chr:11p15.3,2101,219197_s_at,G31
495,PCOLCE2 Chr:3q21-q24,2112,219295_s_at,G31
496,FA2H Chr:16q23,2129,219429_at,G31
497,ELOVL4 Chr:6q14,2138,219532_at,G31
12,--- ---,3519,236915_at,G62
13,TNFRSF6 Chr:10q24.1,841,204780_s_at,G62
14,HSPA1A Chr:6p21.3,223,200799_at,G62
15,FYN Chr:6q21,1602,212486_s_at,G62
16,D2S448 Chr:2p25,1565,212013_at,G62
17,RARRES2 Chr:7q36.1,1342,209496_at,G62
12,--- ---,3727,242181_at,G61
13,DUSP4 Chr:8p12-p11,665,204014_at,G61
14,AK5 Chr:1p31,2337,222862_s_at,G61
15,SMC4L1 Chr:3q26.1,314,201663_s_at,G61
16,SNRPE Chr:1q32,548,203316_s_at,G61
17,TPM2 Chr:9p13.2-p13.1,686,204083_s_at,G61
18,GPSM2 Chr:1p13.3,2282,221922_at,G61
19,SGCE Chr:7q21-q22,815,204688_at,G61
2,KIAA1737 Chr:14q24.3,2534,225623_at,G65
3,MARK1 Chr:1q42.11,2658,226653_at,G65
4,--- ---,3767,242964_at,G65
5,SCN3B Chr:11q24.1,823,204722_at,G65
6,--- ---,195,1568736_s_at,G65
7,KIAA0644 Chr:7p15.1,902,205151_s_at,G65
8,RBMS1 Chr:2q24.3,1404,209868_s_at,G65
9,RRM2 Chr:2p25-p24,1383,209773_s_at,G65
10,NCRMS Chr:12q23.1,3068,229782_at,G65
2,NPAS3 Chr:14q12-q13,3151,230412_at,G63
3,--- ---,3746,242481_at,G63
4,PARG1 Chr:1p22.1,643,203910_at,G63
5,MYCN Chr:2p24.1,1380,209757_s_at,G63
6,CKLFSF4 Chr:16q22.1,2483,225009_at,G63
7,CD24 Chr:6q21,1231,208650_s_at,G63
8,KIF5C Chr:2q23.3,519,203129_s_at,G63
9,GLCCI1 Chr:7p22.1,2786,227525_at,G63
10,DKFZP566A1524 Chr:2p24.3,1368,209683_at,G63
11,COL12A1 Chr:6q12-q13,2541,225664_at,G63
2,RASL12 Chr:15q11.2-q22.33,2096,219167_at,G64
3,--- ---,3725,242134_at,G64
4,CSPG2 Chr:5q14.3,797,204619_s_at,G64
5,PCSK1 Chr:5q15-q21,1020,205825_at,G64
6,HLA-DQB1 Chr:6p21.3,1653,212998_x_at,G64
